"Subject","Shape","Label","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","Matching","Response","RT_ms","RT_sec","ACC"
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",965,0.965,1
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",813,0.813,1
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","m",896,0.896,0
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","",0,0,0
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",594,0.594,1
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","",0,0,0
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",955,0.955,1
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",757,0.757,1
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",891,0.891,1
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",621,0.621,1
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",791,0.791,1
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",739,0.739,1
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",852,0.852,1
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",880,0.88,1
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","m",736,0.736,0
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",930,0.93,1
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",684,0.684,1
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",749,0.749,1
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",795,0.795,1
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",837,0.837,1
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",750,0.75,1
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",807,0.807,1
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",648,0.648,1
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",878,0.878,1
4,"T.bmp","stranger","Stranger","Friend","Friend","Close","Nonmatching","n",900,0.9,1
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",873,0.873,1
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","n",644,0.644,0
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","n",636,0.636,0
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","n",517,0.517,0
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","n",622,0.622,0
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",808,0.808,1
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",721,0.721,1
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","n",621,0.621,0
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","n",663,0.663,0
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","n",850,0.85,0
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",842,0.842,1
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","n",743,0.743,0
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",982,0.982,1
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",858,0.858,1
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",769,0.769,1
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",765,0.765,1
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",645,0.645,1
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",912,0.912,1
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",725,0.725,1
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","n",511,0.511,0
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",779,0.779,1
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","n",818,0.818,0
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",831,0.831,1
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",854,0.854,1
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","",0,0,0
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",910,0.91,1
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",941,0.941,1
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",870,0.87,1
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",691,0.691,1
5,"C.bmp","friend","Close","Self","Self","Self","Nonmatching","m",770,0.77,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","",0,0,0
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",821,0.821,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",845,0.845,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",709,0.709,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",618,0.618,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",745,0.745,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",637,0.637,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",459,0.459,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",735,0.735,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",554,0.554,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",587,0.587,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",814,0.814,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",637,0.637,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",602,0.602,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",519,0.519,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",494,0.494,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",596,0.596,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",622,0.622,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",528,0.528,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",843,0.843,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",651,0.651,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",763,0.763,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",624,0.624,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",529,0.529,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",656,0.656,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",609,0.609,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",822,0.822,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",783,0.783,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",483,0.483,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",595,0.595,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",565,0.565,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",607,0.607,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",694,0.694,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",558,0.558,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",557,0.557,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",575,0.575,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",765,0.765,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",579,0.579,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",577,0.577,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",607,0.607,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",598,0.598,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",604,0.604,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",749,0.749,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",574,0.574,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",571,0.571,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",603,0.603,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",705,0.705,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",645,0.645,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",573,0.573,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",586,0.586,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",522,0.522,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",562,0.562,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",622,0.622,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",627,0.627,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",580,0.58,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",538,0.538,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",666,0.666,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",507,0.507,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",716,0.716,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",620,0.62,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","",0,0,0
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",533,0.533,1
5,"C.bmp","self","Self","Self","Self","Self","Matching","n",575,0.575,1
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",940,0.94,1
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",957,0.957,1
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",998,0.998,1
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",771,0.771,1
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","n",724,0.724,0
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",826,0.826,1
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",715,0.715,1
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","n",680,0.68,0
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",775,0.775,1
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",810,0.81,1
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","n",598,0.598,0
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",341,0.341,1
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","n",663,0.663,0
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","n",518,0.518,0
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",827,0.827,1
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","n",847,0.847,0
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",972,0.972,1
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",720,0.72,1
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",740,0.74,1
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","n",725,0.725,0
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",770,0.77,1
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",788,0.788,1
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",848,0.848,1
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",716,0.716,1
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",842,0.842,1
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",777,0.777,1
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","n",633,0.633,0
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",679,0.679,1
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",679,0.679,1
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","n",649,0.649,0
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","n",479,0.479,0
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",789,0.789,1
5,"C.bmp","stranger","Stranger","Self","Self","Self","Nonmatching","m",735,0.735,1
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",553,0.553,1
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","n",817,0.817,0
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","",0,0,0
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","",0,0,0
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",643,0.643,1
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","n",771,0.771,0
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","n",1037,1.037,0
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",792,0.792,1
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",689,0.689,1
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",572,0.572,1
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",658,0.658,1
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",545,0.545,1
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",788,0.788,1
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",680,0.68,1
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","n",943,0.943,0
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","n",857,0.857,0
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","",0,0,0
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","n",808,0.808,0
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","n",632,0.632,0
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","n",734,0.734,0
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",954,0.954,1
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",662,0.662,1
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",676,0.676,1
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",838,0.838,1
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",813,0.813,1
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",842,0.842,1
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",557,0.557,1
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","",0,0,0
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",872,0.872,1
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",621,0.621,1
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",850,0.85,1
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",801,0.801,1
5,"S.bmp","friend","Close","Stranger","Stranger","Stranger","Nonmatching","m",874,0.874,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",997,0.997,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",722,0.722,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",803,0.803,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",778,0.778,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",816,0.816,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",649,0.649,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","n",848,0.848,0
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",833,0.833,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","n",929,0.929,0
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",916,0.916,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",681,0.681,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",655,0.655,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",933,0.933,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",728,0.728,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",751,0.751,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",779,0.779,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",798,0.798,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",656,0.656,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",708,0.708,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","n",463,0.463,0
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",794,0.794,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",679,0.679,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",749,0.749,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",875,0.875,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",686,0.686,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",748,0.748,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","n",566,0.566,0
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","n",762,0.762,0
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",735,0.735,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",771,0.771,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",753,0.753,1
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","n",595,0.595,0
5,"S.bmp","self","Self","Stranger","Stranger","Stranger","Nonmatching","m",678,0.678,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",646,0.646,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",858,0.858,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",736,0.736,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",929,0.929,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",730,0.73,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",610,0.61,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",775,0.775,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",515,0.515,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",692,0.692,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",560,0.56,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",742,0.742,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",777,0.777,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",586,0.586,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",474,0.474,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",695,0.695,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",832,0.832,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",661,0.661,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",615,0.615,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",723,0.723,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",489,0.489,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",1063,1.063,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",797,0.797,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",478,0.478,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",509,0.509,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",561,0.561,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",885,0.885,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",841,0.841,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",1009,1.009,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",767,0.767,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",896,0.896,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","",0,0,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",994,0.994,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",789,0.789,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",989,0.989,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",623,0.623,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",693,0.693,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",520,0.52,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",624,0.624,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",766,0.766,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",1049,1.049,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",960,0.96,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",742,0.742,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",764,0.764,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",548,0.548,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",815,0.815,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",765,0.765,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",757,0.757,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",864,0.864,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",735,0.735,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",807,0.807,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",844,0.844,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",787,0.787,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",576,0.576,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",819,0.819,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",894,0.894,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",804,0.804,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",923,0.923,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",642,0.642,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",664,0.664,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",666,0.666,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",80,0.08,1
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","m",583,0.583,0
5,"S.bmp","stranger","Stranger","Stranger","Stranger","Stranger","Matching","n",907,0.907,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",812,0.812,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","m",648,0.648,0
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","m",843,0.843,0
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","m",804,0.804,0
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",559,0.559,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","m",897,0.897,0
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","",0,0,0
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",770,0.77,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","m",601,0.601,0
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","m",545,0.545,0
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",660,0.66,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","m",711,0.711,0
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",776,0.776,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","m",1009,1.009,0
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",798,0.798,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","m",784,0.784,0
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",979,0.979,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",576,0.576,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",1096,1.096,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","m",654,0.654,0
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","m",759,0.759,0
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",735,0.735,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","m",687,0.687,0
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","m",652,0.652,0
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",720,0.72,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","m",628,0.628,0
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",1021,1.021,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","m",627,0.627,0
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",880,0.88,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",736,0.736,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",836,0.836,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",742,0.742,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","m",763,0.763,0
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",631,0.631,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",658,0.658,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",714,0.714,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",991,0.991,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",812,0.812,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",970,0.97,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","m",619,0.619,0
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",743,0.743,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",585,0.585,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",834,0.834,1
5,"T.bmp","friend","Close","Friend","Friend","Close","Matching","n",770,0.77,1
