,subjectGroup,subject,age,sex,education,handedness,TaskName,BlockNumber,stimPos,stim1,stim2,shape,word,MATCHkey,RT,correct,question,response,condition,TaskType,Association
22022,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,-400,kite,NA,neutral,NA,Yhappy_G,556,1,NA,h,single,RG_congruent,neutral
22126,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,-400,square,NA,you,NA,Yhappy_G,570,0,NA,h,single,RG_congruent,you
22224,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,400,kite,NA,neutral,NA,Yhappy_G,606,1,NA,h,single,RG_congruent,neutral
22322,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,-400,trapeze,NA,happy,NA,Yhappy_G,791,1,NA,g,single,RG_congruent,happy
22422,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,400,trapeze,NA,happy,NA,Yhappy_G,687,1,NA,g,single,RG_congruent,happy
22522,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,400,pentagon,NA,friend,NA,Yhappy_G,424,1,NA,h,single,RG_congruent,friend
22622,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,400,pentagon,NA,friend,NA,Yhappy_G,434,1,NA,h,single,RG_congruent,friend
22722,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,400; -400,pentagon,kite,friendneutral,NA,Yhappy_G,993,1,NA,h,pair,RG_congruent,friendneutral
22822,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,-400,square,NA,you,NA,Yhappy_G,561,1,NA,g,single,RG_congruent,you
22922,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,400; -400,square,trapeze,youhappy,NA,Yhappy_G,639,1,NA,g,pair,RG_congruent,youhappy
23022,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,400; -400,trapeze,square,happyyou,NA,Yhappy_G,617,1,NA,g,pair,RG_congruent,happyyou
23126,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,400,square,NA,you,NA,Yhappy_G,744,1,NA,g,single,RG_congruent,you
23224,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,-400,pentagon,NA,friend,NA,Yhappy_G,580,1,NA,h,single,RG_congruent,friend
23322,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,400; -400,trapeze,square,happyyou,NA,Yhappy_G,468,0,NA,h,pair,RG_congruent,happyyou
23422,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,-400,square,NA,you,NA,Yhappy_G,484,1,NA,g,single,RG_congruent,you
23522,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,400,square,NA,you,NA,Yhappy_G,474,1,NA,g,single,RG_congruent,you
23622,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,-400,kite,NA,neutral,NA,Yhappy_G,598,1,NA,h,single,RG_congruent,neutral
23722,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,400; -400,kite,pentagon,neutralfriend,NA,Yhappy_G,613,1,NA,h,pair,RG_congruent,neutralfriend
23822,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,-400,pentagon,NA,friend,NA,Yhappy_G,1053,1,NA,h,single,RG_congruent,friend
23922,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,400,square,NA,you,NA,Yhappy_G,505,1,NA,g,single,RG_congruent,you
24022,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,400,pentagon,NA,friend,NA,Yhappy_G,505,1,NA,h,single,RG_congruent,friend
24126,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,400,pentagon,NA,friend,NA,Yhappy_G,665,1,NA,h,single,RG_congruent,friend
24224,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,400; -400,kite,pentagon,neutralfriend,NA,Yhappy_G,598,1,NA,h,pair,RG_congruent,neutralfriend
24322,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,400,trapeze,NA,happy,NA,Yhappy_G,435,1,NA,g,single,RG_congruent,happy
24422,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,400; -400,pentagon,kite,friendneutral,NA,Yhappy_G,574,1,NA,h,pair,RG_congruent,friendneutral
24522,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,-400,kite,NA,neutral,NA,Yhappy_G,363,0,NA,g,single,RG_congruent,neutral
24622,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,400; -400,trapeze,square,happyyou,NA,Yhappy_G,475,1,NA,g,pair,RG_congruent,happyyou
24722,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,-400,trapeze,NA,happy,NA,Yhappy_G,440,1,NA,g,single,RG_congruent,happy
24822,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,400,kite,NA,neutral,NA,Yhappy_G,428,1,NA,h,single,RG_congruent,neutral
24922,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,400,kite,NA,neutral,NA,Yhappy_G,668,1,NA,h,single,RG_congruent,neutral
25022,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,400; -400,square,trapeze,youhappy,NA,Yhappy_G,408,1,NA,g,pair,RG_congruent,youhappy
25126,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,400; -400,trapeze,square,happyyou,NA,Yhappy_G,486,1,NA,g,pair,RG_congruent,happyyou
25224,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,-400,kite,NA,neutral,NA,Yhappy_G,417,0,NA,g,single,RG_congruent,neutral
25322,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,400; -400,square,trapeze,youhappy,NA,Yhappy_G,533,1,NA,g,pair,RG_congruent,youhappy
25422,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,400,trapeze,NA,happy,NA,Yhappy_G,463,1,NA,g,single,RG_congruent,happy
25522,12,23,18,female,High school or equivalent ,right-handed,RG1_YH,3,-400,pentagon,NA,friend,NA,Yhappy_G,551,1,NA,h,single,RG_congruent,friend
25622,12,23,18,female,High school or equivalent ,right-handed,BDI,NA,NA,NA,NA,NA,NA,NA,124898,0,1,1 I feel sad much of the time,NA,BDI,NA
25722,12,23,18,female,High school or equivalent ,right-handed,BDI,NA,NA,NA,NA,NA,NA,NA,124898,0,2,2 I do not expect things to work out for me,NA,BDI,NA
25822,12,23,18,female,High school or equivalent ,right-handed,BDI,NA,NA,NA,NA,NA,NA,NA,124898,0,3,"2 As I look back, I see a lot of failures",NA,BDI,NA
25922,12,23,18,female,High school or equivalent ,right-handed,BDI,NA,NA,NA,NA,NA,NA,NA,124898,0,4,1 I don't enjoy things as much as I used to,NA,BDI,NA
26022,12,23,18,female,High school or equivalent ,right-handed,BDI,NA,NA,NA,NA,NA,NA,NA,124898,0,5,1 I feel guilty over many things I have done or should have done,NA,BDI,NA
26126,12,23,18,female,High school or equivalent ,right-handed,BDI,NA,NA,NA,NA,NA,NA,NA,124898,0,6,2 I expect to be punished,NA,BDI,NA
26224,12,23,18,female,High school or equivalent ,right-handed,BDI,NA,NA,NA,NA,NA,NA,NA,124898,0,7,0 I feel the same about myself as ever,NA,BDI,NA
26322,12,23,18,female,High school or equivalent ,right-handed,BDI,NA,NA,NA,NA,NA,NA,NA,124898,0,8,1 I am more critical of myself than I used to be,NA,BDI,NA
26422,12,23,18,female,High school or equivalent ,right-handed,BDI,NA,NA,NA,NA,NA,NA,NA,124898,0,9,2 I would like to kill myself,NA,BDI,NA
26522,12,23,18,female,High school or equivalent ,right-handed,BDI,NA,NA,NA,NA,NA,NA,NA,124898,0,10,1 I cry more than I used to,NA,BDI,NA
26622,12,23,18,female,High school or equivalent ,right-handed,BDI,NA,NA,NA,NA,NA,NA,NA,124898,0,11,2 I am so restless or agitated that it's hard to stay still,NA,BDI,NA
26722,12,23,18,female,High school or equivalent ,right-handed,BDI,NA,NA,NA,NA,NA,NA,NA,124898,0,12,1 I am less interested in other people or things than before,NA,BDI,NA
26822,12,23,18,female,High school or equivalent ,right-handed,BDI,NA,NA,NA,NA,NA,NA,NA,124898,0,13,3 I have trouble making any decisions,NA,BDI,NA
26922,12,23,18,female,High school or equivalent ,right-handed,BDI,NA,NA,NA,NA,NA,NA,NA,124898,0,14,1 I don't consider myself as worthwhile and useful as I used to,NA,BDI,NA
27022,12,23,18,female,High school or equivalent ,right-handed,BDI,NA,NA,NA,NA,NA,NA,NA,124898,0,15,0 I have as much energy as ever,NA,BDI,NA
27126,12,23,18,female,High school or equivalent ,right-handed,BDI,NA,NA,NA,NA,NA,NA,NA,124898,0,16,3a I sleep most of the day,NA,BDI,NA
27224,12,23,18,female,High school or equivalent ,right-handed,BDI,NA,NA,NA,NA,NA,NA,NA,124898,0,17,1 I am more irritable than usual,NA,BDI,NA
27322,12,23,18,female,High school or equivalent ,right-handed,BDI,NA,NA,NA,NA,NA,NA,NA,124898,0,18,3a I have no appetite at all,NA,BDI,NA
27422,12,23,18,female,High school or equivalent ,right-handed,BDI,NA,NA,NA,NA,NA,NA,NA,124898,0,19,3 I find I can't concentrate on anything,NA,BDI,NA
27522,12,23,18,female,High school or equivalent ,right-handed,BDI,NA,NA,NA,NA,NA,NA,NA,124898,0,20,1 I get more tired or fatigued more easily than usual,NA,BDI,NA
27622,12,23,18,female,High school or equivalent ,right-handed,BDI,NA,NA,NA,NA,NA,NA,NA,124898,0,21,1 I am less interested in sex than I used to be,NA,BDI,NA
27722,12,23,18,female,High school or equivalent ,right-handed,SWL,NA,NA,NA,NA,NA,NA,NA,23248,0,1,Disagree,NA,SWL,NA
27822,12,23,18,female,High school or equivalent ,right-handed,SWL,NA,NA,NA,NA,NA,NA,NA,23248,0,2,Slightly disagree,NA,SWL,NA
27922,12,23,18,female,High school or equivalent ,right-handed,SWL,NA,NA,NA,NA,NA,NA,NA,23248,0,3,Disagree,NA,SWL,NA
28022,12,23,18,female,High school or equivalent ,right-handed,SWL,NA,NA,NA,NA,NA,NA,NA,23248,0,4,Disagree,NA,SWL,NA
28126,12,23,18,female,High school or equivalent ,right-handed,SWL,NA,NA,NA,NA,NA,NA,NA,23248,0,5,Disagree,NA,SWL,NA
28224,12,23,18,female,High school or equivalent ,right-handed,donation,NA,NA,NA,NA,NA,NA,NA,9662,0,NA,50,NA,donation,NA
28322,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,1,Disagree a little,NA,BFI,NA
28422,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,2,Agree a little,NA,BFI,NA
28522,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,3,Disagree a little,NA,BFI,NA
28622,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,4,Strongly agree,NA,BFI,NA
28722,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,5,Agree a little,NA,BFI,NA
28822,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,6,Neither agree nor disagree,NA,BFI,NA
28922,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,7,Disagree a little,NA,BFI,NA
29022,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,8,Strongly agree,NA,BFI,NA
29126,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,9,Strongly disagree,NA,BFI,NA
29224,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,10,Strongly agree,NA,BFI,NA
29322,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,11,Neither agree nor disagree,NA,BFI,NA
29422,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,12,Agree a little,NA,BFI,NA
29522,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,13,Neither agree nor disagree,NA,BFI,NA
29622,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,14,Neither agree nor disagree,NA,BFI,NA
29722,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,15,Agree a little,NA,BFI,NA
29822,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,16,Strongly agree,NA,BFI,NA
29922,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,17,Strongly agree,NA,BFI,NA
30022,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,18,Strongly agree,NA,BFI,NA
30126,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,19,Strongly agree,NA,BFI,NA
30224,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,20,Strongly agree,NA,BFI,NA
30322,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,21,Agree a little,NA,BFI,NA
30422,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,22,Strongly agree,NA,BFI,NA
30522,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,23,Agree a little,NA,BFI,NA
30622,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,24,Disagree a little,NA,BFI,NA
30722,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,25,Neither agree nor disagree,NA,BFI,NA
30822,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,26,Neither agree nor disagree,NA,BFI,NA
30922,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,27,Agree a little,NA,BFI,NA
31022,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,28,Strongly disagree,NA,BFI,NA
31126,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,29,Strongly agree,NA,BFI,NA
31224,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,30,Agree a little,NA,BFI,NA
31322,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,31,Agree a little,NA,BFI,NA
31422,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,32,Neither agree nor disagree,NA,BFI,NA
31522,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,33,Disagree a little,NA,BFI,NA
31622,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,34,Strongly disagree,NA,BFI,NA
31722,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,35,Neither agree nor disagree,NA,BFI,NA
31822,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,36,Neither agree nor disagree,NA,BFI,NA
31922,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,37,Agree a little,NA,BFI,NA
32022,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,38,Agree a little,NA,BFI,NA
32126,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,39,Strongly agree,NA,BFI,NA
32224,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,40,Agree a little,NA,BFI,NA
32322,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,41,Disagree a little,NA,BFI,NA
32422,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,42,Neither agree nor disagree,NA,BFI,NA
32522,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,43,Strongly agree,NA,BFI,NA
32622,12,23,18,female,High school or equivalent ,right-handed,BFI,NA,NA,NA,NA,NA,NA,NA,117797,0,44,Neither agree nor disagree,NA,BFI,NA
32722,12,23,18,female,High school or equivalent ,right-handed,NA,NA,center,diamond,NA,NA,NA,NA,9485,NA,NA,1,NA,NA,NA
32822,12,23,18,female,High school or equivalent ,right-handed,NA,NA,center,rhomboid,NA,NA,NA,NA,2284,NA,NA,1,NA,NA,NA
32922,12,23,18,female,High school or equivalent ,right-handed,NA,NA,center,triangle,NA,NA,NA,NA,3961,NA,NA,1,NA,NA,NA
33022,12,23,18,female,High school or equivalent ,right-handed,NA,NA,center,octagon,NA,NA,NA,NA,12716,NA,NA,1,NA,NA,NA
33126,12,23,18,female,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,octagon,label_you,friend,lbl_you,x,844,0,NA,x,mismatch,PMT2,friend
33224,12,23,18,female,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,rhomboid,label_friend,you,lbl_friend,x,960,1,NA,c,mismatch,PMT2,you
33322,12,23,18,female,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,rhomboid,label_you,you,lbl_you,x,568,1,NA,x,match,PMT2,you
33422,12,23,18,female,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,triangle,label_neutral,happy,lbl_neutral,x,796,1,NA,c,mismatch,PMT2,happy
33522,12,23,18,female,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,rhomboid,label_you,you,lbl_you,x,817,1,NA,x,match,PMT2,you
33622,12,23,18,female,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,diamond,label_happy,neutral,lbl_happy,x,1047,1,NA,c,mismatch,PMT2,neutral
33722,12,23,18,female,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,diamond,label_neutral,neutral,lbl_neutral,x,924,1,NA,x,match,PMT2,neutral
33822,12,23,18,female,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,triangle,label_neutral,happy,lbl_neutral,x,824,1,NA,c,mismatch,PMT2,happy
33922,12,23,18,female,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,triangle,label_happy,happy,lbl_happy,x,719,1,NA,x,match,PMT2,happy
34022,12,23,18,female,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,octagon,label_you,friend,lbl_you,x,963,1,NA,c,mismatch,PMT2,friend
34126,12,23,18,female,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,octagon,label_friend,friend,lbl_friend,x,623,1,NA,x,match,PMT2,friend
34224,12,23,18,female,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,diamond,label_neutral,neutral,lbl_neutral,x,724,1,NA,x,match,PMT2,neutral
34322,12,23,18,female,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,rhomboid,label_friend,you,lbl_friend,x,812,1,NA,c,mismatch,PMT2,you
34422,12,23,18,female,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,diamond,label_happy,neutral,lbl_happy,x,720,0,NA,x,mismatch,PMT2,neutral
34522,12,23,18,female,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,octagon,label_friend,friend,lbl_friend,x,756,1,NA,x,match,PMT2,friend
34622,12,23,18,female,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,triangle,label_happy,happy,lbl_happy,x,542,0,NA,c,match,PMT2,happy
34722,12,23,18,female,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,rhomboid,label_you,you,lbl_you,x,578,1,NA,x,match,PMT2,you
34822,12,23,18,female,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,triangle,label_happy,happy,lbl_happy,x,832,1,NA,x,match,PMT2,happy
34922,12,23,18,female,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,octagon,label_you,friend,lbl_you,x,784,1,NA,c,mismatch,PMT2,friend
35022,12,23,18,female,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,diamond,label_happy,neutral,lbl_happy,x,1131,1,NA,c,mismatch,PMT2,neutral
35126,12,23,18,female,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,triangle,label_neutral,happy,lbl_neutral,x,679,0,NA,x,mismatch,PMT2,happy
35224,12,23,18,female,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,diamond,label_neutral,neutral,lbl_neutral,x,763,1,NA,x,match,PMT2,neutral
35322,12,23,18,female,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,triangle,label_neutral,happy,lbl_neutral,x,984,1,NA,c,mismatch,PMT2,happy
35422,12,23,18,female,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,diamond,label_neutral,neutral,lbl_neutral,x,809,1,NA,x,match,PMT2,neutral
35522,12,23,18,female,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,octagon,label_friend,friend,lbl_friend,x,710,1,NA,x,match,PMT2,friend
35622,12,23,18,female,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,rhomboid,label_you,you,lbl_you,x,635,1,NA,x,match,PMT2,you
35722,12,23,18,female,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,octagon,label_friend,friend,lbl_friend,x,750,1,NA,x,match,PMT2,friend
35822,12,23,18,female,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,triangle,label_happy,happy,lbl_happy,x,866,1,NA,x,match,PMT2,happy
35922,12,23,18,female,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,rhomboid,label_friend,you,lbl_friend,x,723,1,NA,c,mismatch,PMT2,you
36022,12,23,18,female,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,diamond,label_happy,neutral,lbl_happy,x,978,0,NA,x,mismatch,PMT2,neutral
36126,12,23,18,female,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,octagon,label_you,friend,lbl_you,x,779,1,NA,c,mismatch,PMT2,friend
36224,12,23,18,female,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,rhomboid,label_friend,you,lbl_friend,x,807,1,NA,c,mismatch,PMT2,you
36322,12,23,18,female,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,diamond,label_neutral,neutral,lbl_neutral,x,860,1,NA,x,match,PMT2,neutral
36422,12,23,18,female,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,diamond,label_happy,neutral,lbl_happy,x,849,1,NA,c,mismatch,PMT2,neutral
36522,12,23,18,female,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,octagon,label_friend,friend,lbl_friend,x,911,1,NA,x,match,PMT2,friend
36622,12,23,18,female,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,rhomboid,label_you,you,lbl_you,x,703,0,NA,c,match,PMT2,you
36722,12,23,18,female,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,rhomboid,label_friend,you,lbl_friend,x,735,0,NA,x,mismatch,PMT2,you
36822,12,23,18,female,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,rhomboid,label_friend,you,lbl_friend,x,881,1,NA,c,mismatch,PMT2,you
36922,12,23,18,female,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,octagon,label_you,friend,lbl_you,x,767,1,NA,c,mismatch,PMT2,friend
37022,12,23,18,female,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,triangle,label_happy,happy,lbl_happy,x,974,1,NA,x,match,PMT2,happy
37126,12,23,18,female,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,octagon,label_friend,friend,lbl_friend,x,680,1,NA,x,match,PMT2,friend
37224,12,23,18,female,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,triangle,label_happy,happy,lbl_happy,x,847,1,NA,x,match,PMT2,happy
37322,12,23,18,female,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,diamond,label_neutral,neutral,lbl_neutral,x,895,0,NA,c,match,PMT2,neutral
37422,12,23,18,female,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,triangle,label_neutral,happy,lbl_neutral,x,793,1,NA,c,mismatch,PMT2,happy
37522,12,23,18,female,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,diamond,label_happy,neutral,lbl_happy,x,1018,1,NA,c,mismatch,PMT2,neutral
37622,12,23,18,female,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,rhomboid,label_you,you,lbl_you,x,663,1,NA,x,match,PMT2,you
37722,12,23,18,female,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,octagon,label_you,friend,lbl_you,x,756,1,NA,c,mismatch,PMT2,friend
37822,12,23,18,female,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,triangle,label_neutral,happy,lbl_neutral,x,846,0,NA,x,mismatch,PMT2,happy
37922,12,23,18,female,High school or equivalent ,right-handed,NA,NA,0 50,rhomboid,diamond,NA,NA,NA,1341,NA,NA,1,NA,NA,NA
38022,12,23,18,female,High school or equivalent ,right-handed,NA,NA,0 50,octagon,triangle,NA,NA,NA,1639,NA,NA,1,NA,NA,NA
38126,12,23,18,female,High school or equivalent ,right-handed,RG2_YN,1,400; -400,octagon,triangle,friendhappy,NA,Yneutral_j,692,1,NA,k,pair,RG_incongruent,friendhappy
38224,12,23,18,female,High school or equivalent ,right-handed,RG2_YN,1,-400,rhomboid,NA,you,NA,Yneutral_j,710,1,NA,j,single,RG_incongruent,you
38322,12,23,18,female,High school or equivalent ,right-handed,RG2_YN,1,400; -400,diamond,rhomboid,neutralyou,NA,Yneutral_j,555,1,NA,j,pair,RG_incongruent,neutralyou
38422,12,23,18,female,High school or equivalent ,right-handed,RG2_YN,1,400; -400,octagon,triangle,friendhappy,NA,Yneutral_j,635,1,NA,k,pair,RG_incongruent,friendhappy
38522,12,23,18,female,High school or equivalent ,right-handed,RG2_YN,1,-400,rhomboid,NA,you,NA,Yneutral_j,605,1,NA,j,single,RG_incongruent,you
38622,12,23,18,female,High school or equivalent ,right-handed,RG2_YN,1,400; -400,octagon,triangle,friendhappy,NA,Yneutral_j,576,1,NA,k,pair,RG_incongruent,friendhappy
38722,12,23,18,female,High school or equivalent ,right-handed,RG2_YN,1,400; -400,triangle,octagon,happyfriend,NA,Yneutral_j,1075,1,NA,k,pair,RG_incongruent,happyfriend
38822,12,23,18,female,High school or equivalent ,right-handed,RG2_YN,1,400,diamond,NA,neutral,NA,Yneutral_j,750,1,NA,j,single,RG_incongruent,neutral
38922,12,23,18,female,High school or equivalent ,right-handed,RG2_YN,1,400,triangle,NA,happy,NA,Yneutral_j,586,0,NA,j,single,RG_incongruent,happy
39022,12,23,18,female,High school or equivalent ,right-handed,RG2_YN,1,400,triangle,NA,happy,NA,Yneutral_j,535,1,NA,k,single,RG_incongruent,happy
39126,12,23,18,female,High school or equivalent ,right-handed,RG2_YN,1,400; -400,octagon,triangle,friendhappy,NA,Yneutral_j,495,1,NA,k,pair,RG_incongruent,friendhappy
39224,12,23,18,female,High school or equivalent ,right-handed,RG2_YN,1,400,triangle,NA,happy,NA,Yneutral_j,450,1,NA,k,single,RG_incongruent,happy
