,subjectGroup,subject,age,sex,education,handedness,TaskName,BlockNumber,stimPos,stim1,stim2,left,right,MATCHkey,RT,correct,TaskType,Association,Condition
47510,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,triangle,rhomboid,5,8,Y1_k,466,1,RG_incongruent,self1,incongruent
47610,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,triangle,rhomboid,5,8,Y1_k,416,1,RG_incongruent,self1,incongruent
48810,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,triangle,rhomboid,5,8,Y1_k,642,1,RG_incongruent,self1,incongruent
51610,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,triangle,rhomboid,5,8,Y1_k,581,1,RG_incongruent,self1,incongruent
52010,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,triangle,rhomboid,5,8,Y1_k,454,1,RG_incongruent,self1,incongruent
52114,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,triangle,rhomboid,5,8,Y1_k,455,1,RG_incongruent,self1,incongruent
52310,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,triangle,rhomboid,5,8,Y1_k,398,1,RG_incongruent,self1,incongruent
52810,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,triangle,rhomboid,5,8,Y1_k,723,1,RG_incongruent,self1,incongruent
38510,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,rhomboid,triangle,8,5,Y1_k,390,1,RG_incongruent,1self,incongruent
42212,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,rhomboid,triangle,8,5,Y1_k,479,1,RG_incongruent,1self,incongruent
42510,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,rhomboid,triangle,8,5,Y1_k,1045,1,RG_incongruent,1self,incongruent
43010,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,rhomboid,triangle,8,5,Y1_k,519,1,RG_incongruent,1self,incongruent
43310,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,rhomboid,triangle,8,5,Y1_k,489,1,RG_incongruent,1self,incongruent
45212,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,rhomboid,triangle,8,5,Y1_k,491,1,RG_incongruent,1self,incongruent
45310,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,rhomboid,triangle,8,5,Y1_k,457,1,RG_incongruent,1self,incongruent
47310,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,rhomboid,triangle,8,5,Y1_k,493,1,RG_incongruent,1self,incongruent
48610,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,rhomboid,triangle,8,5,Y1_k,761,1,RG_incongruent,1self,incongruent
49310,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,rhomboid,triangle,8,5,Y1_k,397,1,RG_incongruent,1self,incongruent
51710,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,rhomboid,triangle,8,5,Y1_k,739,1,RG_incongruent,1self,incongruent
51810,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,rhomboid,triangle,8,5,Y1_k,542,1,RG_incongruent,1self,incongruent
51910,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,rhomboid,triangle,8,5,Y1_k,517,1,RG_incongruent,1self,incongruent
52910,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,rhomboid,triangle,8,5,Y1_k,586,1,RG_incongruent,1self,incongruent
53310,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,rhomboid,triangle,8,5,Y1_k,569,1,RG_incongruent,1self,incongruent
396101,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,triangle,rhomboid,5,8,Y1_k,467,1,RG_incongruent,self1,incongruent
398101,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,triangle,rhomboid,5,8,Y1_k,419,1,RG_incongruent,self1,incongruent
403101,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,triangle,rhomboid,5,8,Y1_k,531,1,RG_incongruent,self1,incongruent
417101,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,triangle,rhomboid,5,8,Y1_k,734,1,RG_incongruent,self1,incongruent
428101,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,triangle,rhomboid,5,8,Y1_k,557,1,RG_incongruent,self1,incongruent
443101,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,triangle,rhomboid,5,8,Y1_k,498,1,RG_incongruent,self1,incongruent
448101,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,triangle,rhomboid,5,8,Y1_k,468,1,RG_incongruent,self1,incongruent
475101,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,triangle,rhomboid,5,8,Y1_k,466,1,RG_incongruent,self1,incongruent
476101,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,triangle,rhomboid,5,8,Y1_k,416,1,RG_incongruent,self1,incongruent
488101,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,triangle,rhomboid,5,8,Y1_k,642,1,RG_incongruent,self1,incongruent
516101,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,triangle,rhomboid,5,8,Y1_k,581,1,RG_incongruent,self1,incongruent
520101,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,triangle,rhomboid,5,8,Y1_k,454,1,RG_incongruent,self1,incongruent
521141,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,triangle,rhomboid,5,8,Y1_k,455,1,RG_incongruent,self1,incongruent
523101,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,triangle,rhomboid,5,8,Y1_k,398,1,RG_incongruent,self1,incongruent
528101,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,triangle,rhomboid,5,8,Y1_k,723,1,RG_incongruent,self1,incongruent
385101,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,rhomboid,triangle,8,5,Y1_k,390,1,RG_incongruent,1self,incongruent
422121,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,rhomboid,triangle,8,5,Y1_k,479,1,RG_incongruent,1self,incongruent
425101,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,rhomboid,triangle,8,5,Y1_k,1045,1,RG_incongruent,1self,incongruent
430101,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,rhomboid,triangle,8,5,Y1_k,519,1,RG_incongruent,1self,incongruent
433101,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,rhomboid,triangle,8,5,Y1_k,489,1,RG_incongruent,1self,incongruent
452121,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,rhomboid,triangle,8,5,Y1_k,491,1,RG_incongruent,1self,incongruent
453101,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,rhomboid,triangle,8,5,Y1_k,457,1,RG_incongruent,1self,incongruent
473101,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,rhomboid,triangle,8,5,Y1_k,493,1,RG_incongruent,1self,incongruent
486101,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,rhomboid,triangle,8,5,Y1_k,761,1,RG_incongruent,1self,incongruent
493101,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,rhomboid,triangle,8,5,Y1_k,397,1,RG_incongruent,1self,incongruent
517101,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,rhomboid,triangle,8,5,Y1_k,739,1,RG_incongruent,1self,incongruent
518101,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,rhomboid,triangle,8,5,Y1_k,542,1,RG_incongruent,1self,incongruent
519101,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,rhomboid,triangle,8,5,Y1_k,517,1,RG_incongruent,1self,incongruent
529101,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,rhomboid,triangle,8,5,Y1_k,586,1,RG_incongruent,1self,incongruent
533101,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,rhomboid,triangle,8,5,Y1_k,569,1,RG_incongruent,1self,incongruent
39710,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,diamond,octagon,6,7,Y1_k,871,1,RG_incongruent,friend9,incongruent
41410,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,diamond,octagon,6,7,Y1_k,659,1,RG_incongruent,friend9,incongruent
42010,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,diamond,octagon,6,7,Y1_k,657,1,RG_incongruent,friend9,incongruent
42410,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,diamond,octagon,6,7,Y1_k,585,1,RG_incongruent,friend9,incongruent
42710,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,diamond,octagon,6,7,Y1_k,941,1,RG_incongruent,friend9,incongruent
45610,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,diamond,octagon,6,7,Y1_k,533,1,RG_incongruent,friend9,incongruent
45910,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,diamond,octagon,6,7,Y1_k,583,0,RG_incongruent,friend9,incongruent
46212,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,diamond,octagon,6,7,Y1_k,601,1,RG_incongruent,friend9,incongruent
47114,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,diamond,octagon,6,7,Y1_k,688,1,RG_incongruent,friend9,incongruent
49910,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,diamond,octagon,6,7,Y1_k,586,1,RG_incongruent,friend9,incongruent
50410,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,diamond,octagon,6,7,Y1_k,510,1,RG_incongruent,friend9,incongruent
51510,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,diamond,octagon,6,7,Y1_k,552,0,RG_incongruent,friend9,incongruent
53212,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,diamond,octagon,6,7,Y1_k,845,1,RG_incongruent,friend9,incongruent
53610,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,diamond,octagon,6,7,Y1_k,538,1,RG_incongruent,friend9,incongruent
54910,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,diamond,octagon,6,7,Y1_k,530,1,RG_incongruent,friend9,incongruent
38310,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,octagon,diamond,7,6,Y1_k,727,1,RG_incongruent,9friend,incongruent
39010,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,octagon,diamond,7,6,Y1_k,533,1,RG_incongruent,9friend,incongruent
40710,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,octagon,diamond,7,6,Y1_k,927,1,RG_incongruent,9friend,incongruent
43212,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,octagon,diamond,7,6,Y1_k,557,1,RG_incongruent,9friend,incongruent
43910,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,octagon,diamond,7,6,Y1_k,1019,1,RG_incongruent,9friend,incongruent
44410,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,octagon,diamond,7,6,Y1_k,527,1,RG_incongruent,9friend,incongruent
46010,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,octagon,diamond,7,6,Y1_k,833,1,RG_incongruent,9friend,incongruent
46310,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,octagon,diamond,7,6,Y1_k,731,1,RG_incongruent,9friend,incongruent
46710,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,octagon,diamond,7,6,Y1_k,832,1,RG_incongruent,9friend,incongruent
47710,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,octagon,diamond,7,6,Y1_k,608,1,RG_incongruent,9friend,incongruent
51310,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,octagon,diamond,7,6,Y1_k,799,1,RG_incongruent,9friend,incongruent
53510,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,octagon,diamond,7,6,Y1_k,677,1,RG_incongruent,9friend,incongruent
54212,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,octagon,diamond,7,6,Y1_k,920,1,RG_incongruent,9friend,incongruent
54510,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,octagon,diamond,7,6,Y1_k,879,1,RG_incongruent,9friend,incongruent
55010,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,octagon,diamond,7,6,Y1_k,638,1,RG_incongruent,9friend,incongruent
397101,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,diamond,octagon,6,7,Y1_k,871,1,RG_incongruent,friend9,incongruent
414101,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,diamond,octagon,6,7,Y1_k,659,1,RG_incongruent,friend9,incongruent
420101,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,diamond,octagon,6,7,Y1_k,657,1,RG_incongruent,friend9,incongruent
424101,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,diamond,octagon,6,7,Y1_k,585,1,RG_incongruent,friend9,incongruent
427101,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,diamond,octagon,6,7,Y1_k,941,1,RG_incongruent,friend9,incongruent
456101,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,diamond,octagon,6,7,Y1_k,533,1,RG_incongruent,friend9,incongruent
459101,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,diamond,octagon,6,7,Y1_k,583,0,RG_incongruent,friend9,incongruent
462121,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,diamond,octagon,6,7,Y1_k,601,1,RG_incongruent,friend9,incongruent
471141,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,diamond,octagon,6,7,Y1_k,688,1,RG_incongruent,friend9,incongruent
499101,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,diamond,octagon,6,7,Y1_k,586,1,RG_incongruent,friend9,incongruent
504101,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,diamond,octagon,6,7,Y1_k,510,1,RG_incongruent,friend9,incongruent
515101,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,diamond,octagon,6,7,Y1_k,552,0,RG_incongruent,friend9,incongruent
532121,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,diamond,octagon,6,7,Y1_k,845,1,RG_incongruent,friend9,incongruent
536101,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,diamond,octagon,6,7,Y1_k,538,1,RG_incongruent,friend9,incongruent
549101,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,diamond,octagon,6,7,Y1_k,530,1,RG_incongruent,friend9,incongruent
383101,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,octagon,diamond,7,6,Y1_k,727,1,RG_incongruent,9friend,incongruent
390101,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,octagon,diamond,7,6,Y1_k,533,1,RG_incongruent,9friend,incongruent
407101,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,octagon,diamond,7,6,Y1_k,927,1,RG_incongruent,9friend,incongruent
432121,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,octagon,diamond,7,6,Y1_k,557,1,RG_incongruent,9friend,incongruent
439101,6,11,25,female,Bachelor degree,right-handed,RG2,1,400; -400,octagon,diamond,7,6,Y1_k,1019,1,RG_incongruent,9friend,incongruent
444101,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,octagon,diamond,7,6,Y1_k,527,1,RG_incongruent,9friend,incongruent
460101,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,octagon,diamond,7,6,Y1_k,833,1,RG_incongruent,9friend,incongruent
463101,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,octagon,diamond,7,6,Y1_k,731,1,RG_incongruent,9friend,incongruent
467101,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,octagon,diamond,7,6,Y1_k,832,1,RG_incongruent,9friend,incongruent
477101,6,11,25,female,Bachelor degree,right-handed,RG2,2,400; -400,octagon,diamond,7,6,Y1_k,608,1,RG_incongruent,9friend,incongruent
513101,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,octagon,diamond,7,6,Y1_k,799,1,RG_incongruent,9friend,incongruent
535101,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,octagon,diamond,7,6,Y1_k,677,1,RG_incongruent,9friend,incongruent
542121,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,octagon,diamond,7,6,Y1_k,920,1,RG_incongruent,9friend,incongruent
545101,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,octagon,diamond,7,6,Y1_k,879,1,RG_incongruent,9friend,incongruent
550101,6,11,25,female,Bachelor degree,right-handed,RG2,3,400; -400,octagon,diamond,7,6,Y1_k,638,1,RG_incongruent,9friend,incongruent
3950,15,12,23,male,High school or equivalent ,right-handed,PMT1,1,0 -250; 0 250,octagon,label_you,1,label_you,c,778,1,PMT1,self,match
4050,15,12,23,male,High school or equivalent ,right-handed,PMT1,1,0 -250; 0 250,octagon,label_you,1,label_you,c,711,1,PMT1,self,match
4750,15,12,23,male,High school or equivalent ,right-handed,PMT1,2,0 -250; 0 250,octagon,label_you,1,label_you,c,706,1,PMT1,self,match
5250,15,12,23,male,High school or equivalent ,right-handed,PMT1,2,0 -250; 0 250,octagon,label_you,1,label_you,c,762,1,PMT1,self,match
6311,15,12,23,male,High school or equivalent ,right-handed,PMT1,3,0 -250; 0 250,octagon,label_you,1,label_you,c,896,1,PMT1,self,match
7311,15,12,23,male,High school or equivalent ,right-handed,PMT1,3,0 -250; 0 250,octagon,label_you,1,label_you,c,662,1,PMT1,self,match
3450,15,12,23,male,High school or equivalent ,right-handed,PMT1,1,0 -250; 0 250,rhomboid,label_friend,2,label_friend,c,910,1,PMT1,friend,match
3850,15,12,23,male,High school or equivalent ,right-handed,PMT1,1,0 -250; 0 250,rhomboid,label_friend,2,label_friend,c,1114,1,PMT1,friend,match
4650,15,12,23,male,High school or equivalent ,right-handed,PMT1,2,0 -250; 0 250,rhomboid,label_friend,2,label_friend,c,900,1,PMT1,friend,match
5650,15,12,23,male,High school or equivalent ,right-handed,PMT1,2,0 -250; 0 250,rhomboid,label_friend,2,label_friend,c,853,1,PMT1,friend,match
6911,15,12,23,male,High school or equivalent ,right-handed,PMT1,3,0 -250; 0 250,rhomboid,label_friend,2,label_friend,c,889,1,PMT1,friend,match
7115,15,12,23,male,High school or equivalent ,right-handed,PMT1,3,0 -250; 0 250,rhomboid,label_friend,2,label_friend,c,1055,1,PMT1,friend,match
3650,15,12,23,male,High school or equivalent ,right-handed,PMT1,1,0 -250; 0 250,diamond,label_9,3,label_9,c,1029,1,PMT1,9,match
4350,15,12,23,male,High school or equivalent ,right-handed,PMT1,1,0 -250; 0 250,diamond,label_9,3,label_9,c,817,1,PMT1,9,match
5050,15,12,23,male,High school or equivalent ,right-handed,PMT1,2,0 -250; 0 250,diamond,label_9,3,label_9,c,856,1,PMT1,9,match
5912,15,12,23,male,High school or equivalent ,right-handed,PMT1,2,0 -250; 0 250,diamond,label_9,3,label_9,c,849,1,PMT1,9,match
6115,15,12,23,male,High school or equivalent ,right-handed,PMT1,3,0 -250; 0 250,diamond,label_9,3,label_9,c,1014,1,PMT1,9,match
6811,15,12,23,male,High school or equivalent ,right-handed,PMT1,3,0 -250; 0 250,diamond,label_9,3,label_9,c,848,1,PMT1,9,match
3150,15,12,23,male,High school or equivalent ,right-handed,PMT1,1,0 -250; 0 250,triangle,label_1,4,label_1,c,1065,1,PMT1,1,match
3550,15,12,23,male,High school or equivalent ,right-handed,PMT1,1,0 -250; 0 250,triangle,label_1,4,label_1,c,951,1,PMT1,1,match
4950,15,12,23,male,High school or equivalent ,right-handed,PMT1,2,0 -250; 0 250,triangle,label_1,4,label_1,c,781,1,PMT1,1,match
5550,15,12,23,male,High school or equivalent ,right-handed,PMT1,2,0 -250; 0 250,triangle,label_1,4,label_1,c,1047,1,PMT1,1,match
6213,15,12,23,male,High school or equivalent ,right-handed,PMT1,3,0 -250; 0 250,triangle,label_1,4,label_1,c,1262,1,PMT1,1,match
7411,15,12,23,male,High school or equivalent ,right-handed,PMT1,3,0 -250; 0 250,triangle,label_1,4,label_1,c,1017,1,PMT1,1,match
3250,15,12,23,male,High school or equivalent ,right-handed,PMT1,1,0 -250; 0 250,octagon,label_friend,1,label_friend,c,1131,1,PMT1,self,mismatch
3350,15,12,23,male,High school or equivalent ,right-handed,PMT1,1,0 -250; 0 250,octagon,label_friend,1,label_friend,c,933,1,PMT1,self,mismatch
4550,15,12,23,male,High school or equivalent ,right-handed,PMT1,2,0 -250; 0 250,octagon,label_friend,1,label_friend,c,867,1,PMT1,self,mismatch
5814,15,12,23,male,High school or equivalent ,right-handed,PMT1,2,0 -250; 0 250,octagon,label_friend,1,label_friend,c,1020,1,PMT1,self,mismatch
6011,15,12,23,male,High school or equivalent ,right-handed,PMT1,3,0 -250; 0 250,octagon,label_friend,1,label_friend,c,1011,1,PMT1,self,mismatch
7511,15,12,23,male,High school or equivalent ,right-handed,PMT1,3,0 -250; 0 250,octagon,label_friend,1,label_friend,c,947,1,PMT1,self,mismatch
2850,15,12,23,male,High school or equivalent ,right-handed,PMT1,1,0 -250; 0 250,rhomboid,label_you,2,label_you,c,1012,1,PMT1,friend,mismatch
4150,15,12,23,male,High school or equivalent ,right-handed,PMT1,1,0 -250; 0 250,rhomboid,label_you,2,label_you,c,1185,1,PMT1,friend,mismatch
5350,15,12,23,male,High school or equivalent ,right-handed,PMT1,2,0 -250; 0 250,rhomboid,label_you,2,label_you,c,939,1,PMT1,friend,mismatch
5450,15,12,23,male,High school or equivalent ,right-handed,PMT1,2,0 -250; 0 250,rhomboid,label_you,2,label_you,c,862,1,PMT1,friend,mismatch
7011,15,12,23,male,High school or equivalent ,right-handed,PMT1,3,0 -250; 0 250,rhomboid,label_you,2,label_you,c,962,1,PMT1,friend,mismatch
7213,15,12,23,male,High school or equivalent ,right-handed,PMT1,3,0 -250; 0 250,rhomboid,label_you,2,label_you,c,935,1,PMT1,friend,mismatch
3050,15,12,23,male,High school or equivalent ,right-handed,PMT1,1,0 -250; 0 250,diamond,label_1,3,label_1,c,1309,1,PMT1,9,mismatch
3750,15,12,23,male,High school or equivalent ,right-handed,PMT1,1,0 -250; 0 250,diamond,label_1,3,label_1,c,1407,0,PMT1,9,mismatch
4850,15,12,23,male,High school or equivalent ,right-handed,PMT1,2,0 -250; 0 250,diamond,label_1,3,label_1,c,1288,1,PMT1,9,mismatch
5160,15,12,23,male,High school or equivalent ,right-handed,PMT1,2,0 -250; 0 250,diamond,label_1,3,label_1,c,1077,1,PMT1,9,mismatch
6411,15,12,23,male,High school or equivalent ,right-handed,PMT1,3,0 -250; 0 250,diamond,label_1,3,label_1,c,1159,1,PMT1,9,mismatch
6511,15,12,23,male,High school or equivalent ,right-handed,PMT1,3,0 -250; 0 250,diamond,label_1,3,label_1,c,857,1,PMT1,9,mismatch
2950,15,12,23,male,High school or equivalent ,right-handed,PMT1,1,0 -250; 0 250,triangle,label_9,4,label_9,c,1028,0,PMT1,1,mismatch
4250,15,12,23,male,High school or equivalent ,right-handed,PMT1,1,0 -250; 0 250,triangle,label_9,4,label_9,c,1137,1,PMT1,1,mismatch
4450,15,12,23,male,High school or equivalent ,right-handed,PMT1,2,0 -250; 0 250,triangle,label_9,4,label_9,c,1277,1,PMT1,1,mismatch
5750,15,12,23,male,High school or equivalent ,right-handed,PMT1,2,0 -250; 0 250,triangle,label_9,4,label_9,c,992,0,PMT1,1,mismatch
6611,15,12,23,male,High school or equivalent ,right-handed,PMT1,3,0 -250; 0 250,triangle,label_9,4,label_9,c,1053,0,PMT1,1,mismatch
6711,15,12,23,male,High school or equivalent ,right-handed,PMT1,3,0 -250; 0 250,triangle,label_9,4,label_9,c,838,1,PMT1,1,mismatch
34213,15,12,23,male,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,pentagon,label_you,5,label_you,m,783,1,PMT2,self,match
34511,15,12,23,male,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,pentagon,label_you,5,label_you,m,781,1,PMT2,self,match
35115,15,12,23,male,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,pentagon,label_you,5,label_you,m,715,1,PMT2,self,match
35511,15,12,23,male,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,pentagon,label_you,5,label_you,m,697,1,PMT2,self,match
37311,15,12,23,male,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,pentagon,label_you,5,label_you,m,825,1,PMT2,self,match
38011,15,12,23,male,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,pentagon,label_you,5,label_you,m,781,0,PMT2,self,match
34311,15,12,23,male,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,square,label_friend,6,label_friend,m,730,1,PMT2,friend,match
34611,15,12,23,male,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,square,label_friend,6,label_friend,m,673,1,PMT2,friend,match
35213,15,12,23,male,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,square,label_friend,6,label_friend,m,678,1,PMT2,friend,match
36115,15,12,23,male,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,square,label_friend,6,label_friend,m,724,1,PMT2,friend,match
37115,15,12,23,male,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,square,label_friend,6,label_friend,m,682,1,PMT2,friend,match
37213,15,12,23,male,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,square,label_friend,6,label_friend,m,670,1,PMT2,friend,match
33911,15,12,23,male,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,kite,label_9,7,label_9,m,684,1,PMT2,9,match
34011,15,12,23,male,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,kite,label_9,7,label_9,m,620,1,PMT2,9,match
35611,15,12,23,male,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,kite,label_9,7,label_9,m,760,1,PMT2,9,match
35711,15,12,23,male,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,kite,label_9,7,label_9,m,608,1,PMT2,9,match
36511,15,12,23,male,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,kite,label_9,7,label_9,m,735,1,PMT2,9,match
37511,15,12,23,male,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,kite,label_9,7,label_9,m,865,1,PMT2,9,match
33311,15,12,23,male,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,trapeze,label_1,8,label_1,m,997,1,PMT2,1,match
33611,15,12,23,male,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,trapeze,label_1,8,label_1,m,766,1,PMT2,1,match
35311,15,12,23,male,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,trapeze,label_1,8,label_1,m,738,1,PMT2,1,match
36011,15,12,23,male,High school or equivalent ,right-handed,PMT2,2,0 -250; 0 250,trapeze,label_1,8,label_1,m,697,1,PMT2,1,match
36911,15,12,23,male,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,trapeze,label_1,8,label_1,m,746,1,PMT2,1,match
37611,15,12,23,male,High school or equivalent ,right-handed,PMT2,3,0 -250; 0 250,trapeze,label_1,8,label_1,m,793,1,PMT2,1,match
33511,15,12,23,male,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,pentagon,label_friend,5,label_friend,m,1077,1,PMT2,self,mismatch
33711,15,12,23,male,High school or equivalent ,right-handed,PMT2,1,0 -250; 0 250,pentagon,label_friend,5,label_friend,m,920,1,PMT2,self,mismatch
