,subjectGroup,subject,age,sex,education,handedness,TaskName,BlockNumber,stimPos,stim1,stim2,left,right,MATCHkey,RT,correct,TaskType,Association,Condition
39549,7,50,23,male,College or Technical school,right-handed,RG2,1,-400,rhomboid,-,2,-,Y9_G,485,1,RG_congruent,friend,congruent
40449,7,50,23,male,College or Technical school,right-handed,RG2,1,400,rhomboid,-,2,-,Y9_G,486,1,RG_congruent,friend,congruent
41349,7,50,23,male,College or Technical school,right-handed,RG2,1,-400,rhomboid,-,2,-,Y9_G,566,1,RG_congruent,friend,congruent
41549,7,50,23,male,College or Technical school,right-handed,RG2,1,400,rhomboid,-,2,-,Y9_G,549,1,RG_congruent,friend,congruent
42177,7,50,23,male,College or Technical school,right-handed,RG2,1,400,rhomboid,-,2,-,Y9_G,1299,1,RG_congruent,friend,congruent
42549,7,50,23,male,College or Technical school,right-handed,RG2,1,400,rhomboid,-,2,-,Y9_G,1308,1,RG_congruent,friend,congruent
43049,7,50,23,male,College or Technical school,right-handed,RG2,1,-400,rhomboid,-,2,-,Y9_G,498,1,RG_congruent,friend,congruent
43349,7,50,23,male,College or Technical school,right-handed,RG2,1,400,rhomboid,-,2,-,Y9_G,561,1,RG_congruent,friend,congruent
43949,7,50,23,male,College or Technical school,right-handed,RG2,1,-400,rhomboid,-,2,-,Y9_G,461,1,RG_congruent,friend,congruent
45449,7,50,23,male,College or Technical school,right-handed,RG2,2,-400,rhomboid,-,2,-,Y9_G,400,1,RG_congruent,friend,congruent
45749,7,50,23,male,College or Technical school,right-handed,RG2,2,-400,rhomboid,-,2,-,Y9_G,506,1,RG_congruent,friend,congruent
47449,7,50,23,male,College or Technical school,right-handed,RG2,2,400,rhomboid,-,2,-,Y9_G,443,1,RG_congruent,friend,congruent
47649,7,50,23,male,College or Technical school,right-handed,RG2,2,400,rhomboid,-,2,-,Y9_G,671,1,RG_congruent,friend,congruent
47749,7,50,23,male,College or Technical school,right-handed,RG2,2,400,rhomboid,-,2,-,Y9_G,365,1,RG_congruent,friend,congruent
48349,7,50,23,male,College or Technical school,right-handed,RG2,2,-400,rhomboid,-,2,-,Y9_G,468,1,RG_congruent,friend,congruent
48649,7,50,23,male,College or Technical school,right-handed,RG2,2,-400,rhomboid,-,2,-,Y9_G,430,1,RG_congruent,friend,congruent
48849,7,50,23,male,College or Technical school,right-handed,RG2,2,400,rhomboid,-,2,-,Y9_G,477,1,RG_congruent,friend,congruent
49177,7,50,23,male,College or Technical school,right-handed,RG2,2,400,rhomboid,-,2,-,Y9_G,657,1,RG_congruent,friend,congruent
49849,7,50,23,male,College or Technical school,right-handed,RG2,2,-400,rhomboid,-,2,-,Y9_G,557,1,RG_congruent,friend,congruent
50749,7,50,23,male,College or Technical school,right-handed,RG2,3,-400,rhomboid,-,2,-,Y9_G,504,1,RG_congruent,friend,congruent
51349,7,50,23,male,College or Technical school,right-handed,RG2,3,400,rhomboid,-,2,-,Y9_G,410,1,RG_congruent,friend,congruent
51949,7,50,23,male,College or Technical school,right-handed,RG2,3,-400,rhomboid,-,2,-,Y9_G,485,1,RG_congruent,friend,congruent
52449,7,50,23,male,College or Technical school,right-handed,RG2,3,400,rhomboid,-,2,-,Y9_G,1019,1,RG_congruent,friend,congruent
53251,7,50,23,male,College or Technical school,right-handed,RG2,3,-400,rhomboid,-,2,-,Y9_G,500,1,RG_congruent,friend,congruent
54251,7,50,23,male,College or Technical school,right-handed,RG2,3,400,rhomboid,-,2,-,Y9_G,443,1,RG_congruent,friend,congruent
54349,7,50,23,male,College or Technical school,right-handed,RG2,3,-400,rhomboid,-,2,-,Y9_G,484,1,RG_congruent,friend,congruent
54449,7,50,23,male,College or Technical school,right-handed,RG2,3,400,rhomboid,-,2,-,Y9_G,575,1,RG_congruent,friend,congruent
55177,7,50,23,male,College or Technical school,right-handed,RG2,3,-400,rhomboid,-,2,-,Y9_G,471,1,RG_congruent,friend,congruent
55449,7,50,23,male,College or Technical school,right-handed,RG2,3,400,rhomboid,-,2,-,Y9_G,624,1,RG_congruent,friend,congruent
39177,7,50,23,male,College or Technical school,right-handed,RG2,1,400,diamond,-,3,-,Y9_G,683,1,RG_congruent,9,congruent
39449,7,50,23,male,College or Technical school,right-handed,RG2,1,400,diamond,-,3,-,Y9_G,600,1,RG_congruent,9,congruent
39849,7,50,23,male,College or Technical school,right-handed,RG2,1,-400,diamond,-,3,-,Y9_G,402,0,RG_congruent,9,congruent
39949,7,50,23,male,College or Technical school,right-handed,RG2,1,-400,diamond,-,3,-,Y9_G,634,1,RG_congruent,9,congruent
41949,7,50,23,male,College or Technical school,right-handed,RG2,1,400,diamond,-,3,-,Y9_G,1192,1,RG_congruent,9,congruent
42251,7,50,23,male,College or Technical school,right-handed,RG2,1,-400,diamond,-,3,-,Y9_G,606,0,RG_congruent,9,congruent
42449,7,50,23,male,College or Technical school,right-handed,RG2,1,400,diamond,-,3,-,Y9_G,938,1,RG_congruent,9,congruent
43177,7,50,23,male,College or Technical school,right-handed,RG2,1,400,diamond,-,3,-,Y9_G,458,1,RG_congruent,9,congruent
43549,7,50,23,male,College or Technical school,right-handed,RG2,1,-400,diamond,-,3,-,Y9_G,424,1,RG_congruent,9,congruent
44177,7,50,23,male,College or Technical school,right-handed,RG2,1,-400,diamond,-,3,-,Y9_G,548,0,RG_congruent,9,congruent
44749,7,50,23,male,College or Technical school,right-handed,RG2,2,400,diamond,-,3,-,Y9_G,657,1,RG_congruent,9,congruent
45649,7,50,23,male,College or Technical school,right-handed,RG2,2,400,diamond,-,3,-,Y9_G,833,1,RG_congruent,9,congruent
45849,7,50,23,male,College or Technical school,right-handed,RG2,2,-400,diamond,-,3,-,Y9_G,816,1,RG_congruent,9,congruent
46049,7,50,23,male,College or Technical school,right-handed,RG2,2,400,diamond,-,3,-,Y9_G,598,1,RG_congruent,9,congruent
46251,7,50,23,male,College or Technical school,right-handed,RG2,2,-400,diamond,-,3,-,Y9_G,480,1,RG_congruent,9,congruent
47049,7,50,23,male,College or Technical school,right-handed,RG2,2,400,diamond,-,3,-,Y9_G,421,1,RG_congruent,9,congruent
48049,7,50,23,male,College or Technical school,right-handed,RG2,2,-400,diamond,-,3,-,Y9_G,393,1,RG_congruent,9,congruent
49049,7,50,23,male,College or Technical school,right-handed,RG2,2,400,diamond,-,3,-,Y9_G,491,0,RG_congruent,9,congruent
49449,7,50,23,male,College or Technical school,right-handed,RG2,2,-400,diamond,-,3,-,Y9_G,799,0,RG_congruent,9,congruent
50049,7,50,23,male,College or Technical school,right-handed,RG2,2,-400,diamond,-,3,-,Y9_G,799,1,RG_congruent,9,congruent
50849,7,50,23,male,College or Technical school,right-handed,RG2,3,-400,diamond,-,3,-,Y9_G,516,0,RG_congruent,9,congruent
51049,7,50,23,male,College or Technical school,right-handed,RG2,3,-400,diamond,-,3,-,Y9_G,391,1,RG_congruent,9,congruent
51649,7,50,23,male,College or Technical school,right-handed,RG2,3,-400,diamond,-,3,-,Y9_G,621,1,RG_congruent,9,congruent
51849,7,50,23,male,College or Technical school,right-handed,RG2,3,400,diamond,-,3,-,Y9_G,519,1,RG_congruent,9,congruent
53049,7,50,23,male,College or Technical school,right-handed,RG2,3,400,diamond,-,3,-,Y9_G,533,1,RG_congruent,9,congruent
53177,7,50,23,male,College or Technical school,right-handed,RG2,3,400,diamond,-,3,-,Y9_G,603,1,RG_congruent,9,congruent
54849,7,50,23,male,College or Technical school,right-handed,RG2,3,400,diamond,-,3,-,Y9_G,621,1,RG_congruent,9,congruent
54949,7,50,23,male,College or Technical school,right-handed,RG2,3,-400,diamond,-,3,-,Y9_G,361,1,RG_congruent,9,congruent
55749,7,50,23,male,College or Technical school,right-handed,RG2,3,-400,diamond,-,3,-,Y9_G,804,1,RG_congruent,9,congruent
55949,7,50,23,male,College or Technical school,right-handed,RG2,3,400,diamond,-,3,-,Y9_G,566,0,RG_congruent,9,congruent
38649,7,50,23,male,College or Technical school,right-handed,RG2,1,-400,octagon,-,4,-,Y9_G,538,1,RG_congruent,1,congruent
38949,7,50,23,male,College or Technical school,right-handed,RG2,1,400,octagon,-,4,-,Y9_G,907,1,RG_congruent,1,congruent
39649,7,50,23,male,College or Technical school,right-handed,RG2,1,400,octagon,-,4,-,Y9_G,571,1,RG_congruent,1,congruent
39749,7,50,23,male,College or Technical school,right-handed,RG2,1,-400,octagon,-,4,-,Y9_G,464,1,RG_congruent,1,congruent
40251,7,50,23,male,College or Technical school,right-handed,RG2,1,-400,octagon,-,4,-,Y9_G,1370,1,RG_congruent,1,congruent
40549,7,50,23,male,College or Technical school,right-handed,RG2,1,400,octagon,-,4,-,Y9_G,628,1,RG_congruent,1,congruent
42649,7,50,23,male,College or Technical school,right-handed,RG2,1,400,octagon,-,4,-,Y9_G,533,1,RG_congruent,1,congruent
42749,7,50,23,male,College or Technical school,right-handed,RG2,1,400,octagon,-,4,-,Y9_G,482,1,RG_congruent,1,congruent
43251,7,50,23,male,College or Technical school,right-handed,RG2,1,-400,octagon,-,4,-,Y9_G,454,1,RG_congruent,1,congruent
43649,7,50,23,male,College or Technical school,right-handed,RG2,1,-400,octagon,-,4,-,Y9_G,537,1,RG_congruent,1,congruent
44849,7,50,23,male,College or Technical school,right-handed,RG2,2,-400,octagon,-,4,-,Y9_G,564,1,RG_congruent,1,congruent
45949,7,50,23,male,College or Technical school,right-handed,RG2,2,-400,octagon,-,4,-,Y9_G,503,1,RG_congruent,1,congruent
46549,7,50,23,male,College or Technical school,right-handed,RG2,2,400,octagon,-,4,-,Y9_G,485,1,RG_congruent,1,congruent
47251,7,50,23,male,College or Technical school,right-handed,RG2,2,-400,octagon,-,4,-,Y9_G,400,1,RG_congruent,1,congruent
47949,7,50,23,male,College or Technical school,right-handed,RG2,2,-400,octagon,-,4,-,Y9_G,434,1,RG_congruent,1,congruent
48177,7,50,23,male,College or Technical school,right-handed,RG2,2,400,octagon,-,4,-,Y9_G,344,1,RG_congruent,1,congruent
48449,7,50,23,male,College or Technical school,right-handed,RG2,2,400,octagon,-,4,-,Y9_G,465,1,RG_congruent,1,congruent
49349,7,50,23,male,College or Technical school,right-handed,RG2,2,400,octagon,-,4,-,Y9_G,464,1,RG_congruent,1,congruent
49649,7,50,23,male,College or Technical school,right-handed,RG2,2,400,octagon,-,4,-,Y9_G,977,1,RG_congruent,1,congruent
49749,7,50,23,male,College or Technical school,right-handed,RG2,2,-400,octagon,-,4,-,Y9_G,499,1,RG_congruent,1,congruent
50449,7,50,23,male,College or Technical school,right-handed,RG2,3,400,octagon,-,4,-,Y9_G,472,1,RG_congruent,1,congruent
50549,7,50,23,male,College or Technical school,right-handed,RG2,3,400,octagon,-,4,-,Y9_G,784,0,RG_congruent,1,congruent
52349,7,50,23,male,College or Technical school,right-handed,RG2,3,400,octagon,-,4,-,Y9_G,605,1,RG_congruent,1,congruent
52749,7,50,23,male,College or Technical school,right-handed,RG2,3,-400,octagon,-,4,-,Y9_G,347,0,RG_congruent,1,congruent
52849,7,50,23,male,College or Technical school,right-handed,RG2,3,-400,octagon,-,4,-,Y9_G,492,1,RG_congruent,1,congruent
53449,7,50,23,male,College or Technical school,right-handed,RG2,3,-400,octagon,-,4,-,Y9_G,426,1,RG_congruent,1,congruent
53549,7,50,23,male,College or Technical school,right-handed,RG2,3,400,octagon,-,4,-,Y9_G,432,1,RG_congruent,1,congruent
53749,7,50,23,male,College or Technical school,right-handed,RG2,3,-400,octagon,-,4,-,Y9_G,470,1,RG_congruent,1,congruent
53949,7,50,23,male,College or Technical school,right-handed,RG2,3,-400,octagon,-,4,-,Y9_G,459,1,RG_congruent,1,congruent
56251,7,50,23,male,College or Technical school,right-handed,RG2,3,400,octagon,-,4,-,Y9_G,523,1,RG_congruent,1,congruent
38349,7,50,23,male,College or Technical school,right-handed,RG2,1,400; -400,triangle,diamond,1,3,Y9_G,453,1,RG_congruent,self9,congruent
39049,7,50,23,male,College or Technical school,right-handed,RG2,1,400; -400,triangle,diamond,1,3,Y9_G,400,1,RG_congruent,self9,congruent
40049,7,50,23,male,College or Technical school,right-handed,RG2,1,400; -400,triangle,diamond,1,3,Y9_G,511,1,RG_congruent,self9,congruent
41251,7,50,23,male,College or Technical school,right-handed,RG2,1,400; -400,triangle,diamond,1,3,Y9_G,513,1,RG_congruent,self9,congruent
44251,7,50,23,male,College or Technical school,right-handed,RG2,1,400; -400,triangle,diamond,1,3,Y9_G,549,1,RG_congruent,self9,congruent
44349,7,50,23,male,College or Technical school,right-handed,RG2,2,400; -400,triangle,diamond,1,3,Y9_G,783,1,RG_congruent,self9,congruent
44949,7,50,23,male,College or Technical school,right-handed,RG2,2,400; -400,triangle,diamond,1,3,Y9_G,478,1,RG_congruent,self9,congruent
45251,7,50,23,male,College or Technical school,right-handed,RG2,2,400; -400,triangle,diamond,1,3,Y9_G,325,1,RG_congruent,self9,congruent
46949,7,50,23,male,College or Technical school,right-handed,RG2,2,400; -400,triangle,diamond,1,3,Y9_G,452,1,RG_congruent,self9,congruent
50177,7,50,23,male,College or Technical school,right-handed,RG2,2,400; -400,triangle,diamond,1,3,Y9_G,502,1,RG_congruent,self9,congruent
52049,7,50,23,male,College or Technical school,right-handed,RG2,3,400; -400,triangle,diamond,1,3,Y9_G,468,1,RG_congruent,self9,congruent
52251,7,50,23,male,College or Technical school,right-handed,RG2,3,400; -400,triangle,diamond,1,3,Y9_G,596,1,RG_congruent,self9,congruent
54177,7,50,23,male,College or Technical school,right-handed,RG2,3,400; -400,triangle,diamond,1,3,Y9_G,629,1,RG_congruent,self9,congruent
55251,7,50,23,male,College or Technical school,right-handed,RG2,3,400; -400,triangle,diamond,1,3,Y9_G,446,1,RG_congruent,self9,congruent
55349,7,50,23,male,College or Technical school,right-handed,RG2,3,400; -400,triangle,diamond,1,3,Y9_G,555,1,RG_congruent,self9,congruent
38549,7,50,23,male,College or Technical school,right-handed,RG2,1,400; -400,diamond,triangle,3,1,Y9_G,548,1,RG_congruent,9self,congruent
40649,7,50,23,male,College or Technical school,right-handed,RG2,1,400; -400,diamond,triangle,3,1,Y9_G,559,1,RG_congruent,9self,congruent
41177,7,50,23,male,College or Technical school,right-handed,RG2,1,400; -400,diamond,triangle,3,1,Y9_G,736,1,RG_congruent,9self,congruent
42049,7,50,23,male,College or Technical school,right-handed,RG2,1,400; -400,diamond,triangle,3,1,Y9_G,519,1,RG_congruent,9self,congruent
42849,7,50,23,male,College or Technical school,right-handed,RG2,1,400; -400,diamond,triangle,3,1,Y9_G,481,1,RG_congruent,9self,congruent
44649,7,50,23,male,College or Technical school,right-handed,RG2,2,400; -400,diamond,triangle,3,1,Y9_G,486,1,RG_congruent,9self,congruent
45177,7,50,23,male,College or Technical school,right-handed,RG2,2,400; -400,diamond,triangle,3,1,Y9_G,616,1,RG_congruent,9self,congruent
46849,7,50,23,male,College or Technical school,right-handed,RG2,2,400; -400,diamond,triangle,3,1,Y9_G,359,1,RG_congruent,9self,congruent
